id,message
"0", All Language No Heart: While I will readily admit that Trevor has incredible command of the English language what is even more displayed in Felicia's Journey is the lack of a sympathetic character. The title character-a young pregnant runaway searching for her baby's father-should have been one with whom you could sympathize. Instead Trevor's love affair with language never quite manages to include his characters leading to an unsatisfying reading experience. Couple the lack of emotion with a depressing ending and you have a book best suited to gathering dust.
"4", A simple tool - but a real help!: Learning arabic on your own is a challenge. I chose to supplement the Kitab fi tacallum al-arabiya series with MSA Vocab Clinic to get up to speed a little faster. It gives good pronounciation help and the word lists makes bus rides a lot more fun...
"4", Good vocab review for intermediate learners: This is a nice tool for beginners and intermediate level learners of MSA but if you've been studying for a while you will find this a bit frustrating. The 4000 words utilized are good but they won't take you to the next level. The lists are good but it would be nice to be able to make your own. A section of Arabic proverbs would be very useful as well as knowing them makes a real difference when dealing with native speakers. I would pay $25 for this but no more.
"4", Babyarm. Community quick hits. KTCK!: GREAT live!! And catchy tunes too!Get this record for great "Americana" roots acoustic thoughtful whatever you wanna call it rock & roll.And catch them live if you have the opportunity
"4", old favourite: Classic Jazz Piano was previously owned on a tape which eventually died I was pleased that the same much liked music was still available in cd not only as a download and at a reasonable price this will encourage me to 'up date " some more of my ageing collection
"4", Salmon Oil - Excellent Product: We have been giving this to our two golden retriever puppies (started at 6 1/2 mos old) for almost two months now at the recommendation of our homeopathic vet. WOW - what a great product! Their coats are like satin - among all the other benefits it provides (joints organs skin etc!) and they love it! The pump is great and makes it really east to add to each meal; really good price too.
"4", Amazing change in his coat: Strongly recommend this product to add to your dogs dinner. My dog loves the smell and it's made a noticeable improvement in his coat.
"0", coffee mugs?: Of the six glass mugs I have two left And am very careful if I use them for any kind of liquid I put in it be it cold or hotseams will leakIf the liquid is hot it will split the cupDo not enjoy a hot coffee bath As far as I am conserned its a waste of money but it is your life. not impressed. B.Uzzell Arvada Colordo
"0", ripped off: was very upset that this DVD did not specify that you could not play it in the United States. Why was it on Amazon USA. False Will not deal with this vendor ever again and will make sure my friends and colleagues are aware of it..
"4", Patricia's Secret: I had been looking for this book for years. I read it as a child and wanted to have it. Thank you so much for a great vintage copy!
"4", Capitalists create the context within which Americans wander: According to Leach corporations academia and government have all worked to disengage Americans from their places of nurture so that Americans and indeed the whole world will travel consume and search continually for new things and experiences to buy. Upon reflection I ask myself how Professor Leach convinced me that one-size-fits-all containers (for trains and trucks) supports his thesis.
"0", Don't like it: I bought the Soyo 24 inch monitor based on a $100 reduction in price at Office Max and what appeared to be a review on the internet. Previously I had a Viewsonic 17" LCD monitor which was pretty bad too. The Soyo has a bad stand that is supposed to be adjustable but I could not do it and had to prop it at an angle with a book. The User's manual is nearly incomprehensible. The speakers have to be the worst sounding ones I've ever heard. I am going to repack and try to return it and buy something better ever if I have to pay more.
"4", Ninnia: This monitor is great. The service I got when I order was fast and great. I would order again.
"4", Is Germany the Future Sound of now?: Once again the Compost crew devestate with this collection that is sure to please those who refuse to be pigeonholed. With sounds running the spectrum from jazzual house to brokenbeat experimentation. Definately one for the repeat button. Sureshot selections include tracks by super inovator Phil Asher with his Restless Soul project Austrian beatmeister Earthbound and footstomping mayhem from Japans U.F.O exclusive unreleased tracks! If you fancy yourself a conniseur of the outernational jazz dance scene then this is the soundtrack for you! Kinda like an audio edition of Wallpaper magazine if you can catch the vibe.
"4", Excellent: My Trans-metropolitan counterpart beneath me definitely describes this cd well. I love the reference to Wallpaper perhaps the greatest magazines ever (with Surface Homme and maybe Metropolitan Home) not far behind.But I digress... This cd as with all of the releases in this series is excellent. Tosca's contribution is of course amazing. However the entire width and breadth of this release is one that permanenty stays in the player.However I would strongly urge you to seek out "Volume Five" of this series. It offers your senses two cd's of the finest Compost has to offer. I found it a local vendor new for an amazing price (under $15).A very very worthwhile release...will not disappoint you.
"0", The worst of all the Future sounds of jazz series...: this all sounds crappy. fauna flash's drum n bass tune sounds so generic and boring that it makes everything else look bad. the tunes here are not of the same quality of other cds in the series like vol.5. i say skip this one its really boring and with the exception of like one song by tosca everything else is $hit.
"4", A Must-Read for Fine Arts Educators!: Jenson has updated much information in this quickly-read book. Anyone unfamiliar with his works will find this helpful; veterans of the topic will find new useful "ammunition." Especially refreshing is the unbiased approach to the Mozart effect studies; a convincing view to show administrators because of its balanced presentation.
"4", Most Informative: This is the most informative series on Goju Ryu in print. Absolutely a must for all goju-ryu karate-ka.
"4", goju-ryu karate-do: fundamentals for traditional practitione: It was a very good book. It explains in full detail the history of Goju-ryu karate. It also has step by step instructions for katas with black and white pictures. Almost every page has a picture. This book also has a glossary with the Japanese terms translated from Japanese to English and English to Japanese with the phoenetic pronunciation. Motoo Yamakura is a very good martial arts writer.
"4", Lost Boy offers hope: This award winning documentary was brilliantly produced and directed. But more importantly Greg's story is a true example of God's redeeming love grace healing and mercy. I worshiped at Greg's church years ago and have kept up with him over the years and marvel at the anointed power of his messages. When I heard this story for the first time I had no idea his life had been so difficult growing up. To see what the Lord did for this broken lost little boy is a magnificent testimony to His colossal love for us. Greg has been tested on the anvil of adversity and his story has profoundly affected my life and faith. As powerful as his ministry was before it is even more so now. When I go through difficult times sometimes his story comes to me and I say "There is hope indeed. God will get me through this.This DVD is a powerful tool for evangelizing. Glory to God for His all consuming love that gives us such hope.
"4", Definitely fun can be frustrating too (in a good way!): This is not a children's toy obviously. It does however make a great gift with a nice bottle of wine to any puzzle-loving adult in your life. I bought it for my sister who found it a bit of a challenge to get the bottle out but liked that she wasn't able to solve it easily either. It provided just enough challenge then we enjoyed the newly freed wine. She has it displayed by her wine area and everyone needs to try it out when they come over for dinner. A good conversation piece!
"4", Great for entertainment.: Want to have a little fun with your guests before you give them alcohol? This is a perfect gift or conversational piece at a party. It's not impossible but def makes one work to get the wine bottle out to drink.
"0", Emer Galileo: I purchased our Emer from Sears almost two years ago and it broke within a month. We sent it back to New Jersey and it took two months to have it returned. Within a month it was broken. Now it is a pile of plastic and I don't know what to do with it. Very disappointed in product and service.
"4", Classic New Age Disc!: Wow I'm surprised to see this available here. Horizont's "Silent Moon" is a classic New Age album from 1986. It was readily available for a few years then totally disappeared; this disc is EXTREMELY hard to find now. This album is a good mix of new age and "space jazz". Most of the synths used here are now obsolete and they sound great. The title track is definitely the outstanding track on the disc but others are great as well. If you were to compare to other artists it would be kind of like combining Vangelis Jean Michel Jarre and Dave Grusin (the more jazzy tracks are Grusin-esque). Overall a good listen and a great representation of the greatest era in new age music. Too bad the cover art is not available here it's awesome. If I get a chance I will scan my copy and post it. Grab this while you can you may not see it again for a long long time.
"4", Expensive - But May Be Worth the Cost: For years now whenever I'm in a contemplative mood this has been one of my favorite "go to" albums. These rich harmonic melodies will help you relax without having to suffer the banalities of "muzak."
"4", Accurate Bio of the Young Henry McCarty: This book is the most accurate that I have read concerning the earlier years of Billy Starting with the arrival of his mother in New York City fleeing the Irish Potato famine. I would recommend reading this important book along with the Billy book writen by Robert Utley "Billy the Kid A Short and Violent Life."
"0", not what i expected: being a wolverine fan ; this is nothing like i expected. really don't like the drawing or storyline. looks fake.
"0", Very poor vision of Wolverine: I have seen an episode of this show and all I could say is WOW what a travesty. This show is completely not Wolverine. First Logan is Canadian not Japanese short not tall older looks middle aged even though much older not like a teenager. Voice acting is poor. This show is the William Shatner of Wolverine extreme over acting and over dramatized action sequences. This is supposed to be Marvel Comics Wolverine not a Wolverine DragonBall Z. If they want to make a good Wolverine Cartoon keep it on par with the comics both in the character models and story and use voice actors that have worked in the past and if you really want to do Wolverine Justice make it a Mature rated cartoon and show Blood in the battles.
"4", American Pharmacy in the 1800s: Because of its extensive bibliography and excellent index this biography of William Procter Jr. serves well as an introduction to the origins of professional pharmacy in the USA.For more information about the book and its topic contact the American Institute of the History of Pharmacy (AIHP).
"0", !!!! Wrong MP3 files !!!!: The MP3 files downloadable from this site are not for Parsifal but Verdi's Traviata. Amazon needs to fix this urgently.
"4", Beautiful little Bible -- anglicised no problem for me: I am very picky about the typography in my Bibles--and for its small size this beautiful little Bible is very easy to read. I have the Burgundy Leather Bound edition which is beautifully bound and finished. This is the aforementioned "anglicised" version--I do want to counter the review above by saying that I don't find the differences troublesome at all. There are very few discrepancies between this and my "regular" NRSV...
"4", Nice alarm: So much about carbon monoxide poisoning these days..decided to get a few alarms for protection. Easy to install and work great...
"4", Good???: It looks good but we never had carbon monoxide in our place yet so we can't tell if it works or not. The red light is on when we plug it in. And it works when we press the test button.
"4", Ordered battery operated got plug in: works fine. Easy to install. Discreet. Directions were easy to understand. We got this because we have a gas fireplace and wanted to be safe. I ordered a battery operated alarm because I wanted more options of where to place it other than being commited to an electrical outlet. However what was shipped was the electrical kind. I decided to keep it because you know the hassle of returning wasn't worth it and it does it's job.
"4", CO Alarm: Product received timely. The plug in feature is favorable in that there is no concern of battery failure. Product is easy to use.
"0", Not UL Listed "what's up with that...": I bought this first alert CO alarm for my home in Wisconsin.When I started to read the instructions I found that this product is not UL list! How can a safety item like this not be UL listed.I did some research and found out first alert changed testing labs to save a few bucks and do not use the most well known UL. What's up with that...So I returned this CO and purchased the Kidde KN-COB-DP-H Plug-In Carbon Monoxide Alarm. The Kidde unit cost less too so I saved a few dollars! Always pays to READ THE FINE PRINT.
"4", Easy inexpensive peace of mind.: Takes more time to cut open the box than it does to plug in. Just plug it in hold the test button stick your fingers in your ears so you don't do deaf and your all done. I've used First Alert products for many years and they just work. They do wear out (5-7 years) but they will alert you when that time comes usually with a chirping like other detectors do.Simple easy to use no fuss peace of mind unit. Plug it in near air vents in bedrooms or just in open ares for non-living quarters and that's it!
"0", Broke after first day of use: Got hot and smelled like burning ozone after plugging in. A dissapointing product never got any real use out of it. Do not recommend.
"4", Easy to use trusted: After opening the package I simply plugged this in to a wall socket (making sure that it is not near a heating source gas moving air dust or sunlight). I tested it the alarm rang loud and clear. A red light lets me know that it is functional.I feel better having it in my house.
"4", Everyone needs one: These CO detectors are mandatory in many states now. I happen that the man who cleans my carpets is the Captain of the town fire dept (also up for promotion to chief) and he always points out my fire hazards or things I do or don't really need to do. I had my first CO detector up on the ceiling next to my smoke detector. He told me it di not need to be on the ceiling and it's easier to get a plug in one so you don't have to worry about the battery aspect. Then incidentally my ceiling one broke somehow. So I bought this one plugged it in in the hallway near my bedroom......he said to do that so you can hear it quickly and loudly. It's doing it's thing. A little pricey but actually one of the cheaper ones. He approved!
"0", Burned outlet: I've had my unit for about a year. It was plugged into a wall outlet. Today I noticed that the unit was on the floor and that the outlet was scorched. The unit itself was burned around the prongs. There have been no power surges/outages etc. so the only conclusion is that the unit itself is faulty. I'm grateful that it didn't start a house fire.
"0", Defective product: We bought this item twice. The first time it was defective and wouldn't work (it made a dull sound all the time and no additional sound at all when put in contact with water as per the test described on the instructions sheet) so we returned it to Amazon (thanks for your excellent returns policy!) for an exchange. When the 2nd item proved just as defective we got our money back. Don't waste your money on this junk -- buy something more expensive and substantial.
"4", very good product: Great product. i gave this product to my son and i feel much better that he and his family are safer from carbon monoxide. thanks.
"4", Feel Safer Now: I was looking for a Carbon Monoxide alarm that was reasonabally priced and was glad to find this one on Amazon.The reviews on Amazon were why I purchased this one. I tested the alarm which works well and hope I never actually need it!!Thanks Amazon for having it!
"4", co2 review: Rec'd co2 alarm 2 weeks ago. It seems to be working fine. Feel much better having this new alarm installed as our last one was no longer functioning.
"4", Good product.: Seems to work as advertised. I opted for the non-battery back up as my heating system has electric blower so if power goes heating system does not opearate. Battery/non-battery an individual judgment.Pros: "ready light" is not so bright as to be disturbing at night if it is a visible location as mine is; simple plug in operation; you can test alarm manually.Cons: its a bit larger than it looks in the pictures so depending on where you mount it might be unappealing to actually see the unit installed in a highly visible wall outlet. Instructions indicate not to mount behind curtains etc. as air flow might be restricted. However I could not find a "micro" unit.Observations: Obviously no safe method to test if the unit actually detects CO.Suggestion: put a pass-through female outlet in the unit as it uses one plug in the typical wall outlet and this feature would be helpful in a older home with fewer wall outlets.
"4", Does the Job: I just plugged it in and it's on the job. Perhaps it would be more assuring if it had a digital read-out of level of monooxide in the air.
"0", weird notification beeps: This went off in the middle of the night after my husband and I had had it for several years. We had to look up online the directions because it didn't have a clear beep for a warning and for a battery replacement. It was ridiculous. I would not recommend it. I want one that clearly tells me when to vacate the house and call the fire department.
"0", My bad but theirs too: It did not even occur to me that a plug-in CO detector would not have battery back-up which is my fault for missing that. However what the?? I mean they ALL should have batter back-up. This one has to go back.
"0", Don't Bother: I would not recommend this product. When I plugged it in it would not stop chirping. The directions said it might chirp "a few times" while powering up but the thing chirped all day. Also the 9 volt battery that came with the product did not fit into the battery compartment. The company that I bought it from told me to just throw it away although I did receive a full refund.
"4", No Brainer!: I chose this alarm because it was the easiest to use. Just plug it in and that's it. I have a gas fireplace and was told that I needed a carbon monoxide detector. Plugged into a regular outlet it has a dim light to let you know that it's working and you can test the monitor at any time to make sure it's "alarmed." Hopefully I'll never have to see how well the monitor works in an emergency but I feel safer knowing that I have one.
"4", Carbon Monoxide Alarm: I feel that these are a necessity especially if you live in colder winter climates where you may have the windows closed for a few months.I prefer this model as it plugs in to an outlet rather than battery operated units.I found the models through Amazaon were several dollars cheaper than stores around my area.
"4", does what it's supposed to do: easy set up working great - no complaints to far. it was nice to find one so cheap! we'll see how long it lasts...
"0", WARNING: This is not an instructional video!!: I bought this video from Lullabot as soon as it was released. I've managed several Drupal projects and am now diving in to development myself. I was very disappointed this video has no instructional content whatsoever. It is a very (very) high level view of what Drupal is. I give it two stars for good production value only.I am hoping this is the first in a series of videos that will dive deeper into Drupal.
"0", tripod sony: This tripod is out of production although I bougth it because the price and the need of lanc connection for my camcorder Sony DSR PD170 was the only model with a reasonable price. The desadvantage is that it can not hold stablity for the camcorder too light not enough hight and the locks for the vertical and horizontal moves are not good enough you loose in trying to loose or tight the buterfly nuts. The only advantage is the remote controller and the price. I hope Sony can improve it like the next level but with more confortable price.
"0", Cheap along with poor customer service: I purchased this item to replace a broken hose. It took the seller over 3 weeks to ship the item even though the tracing website always showed a different and incorrect shipping date. Upon receipt the product looked nothing like the product on the website. The handle was completely different. In addition the hose was BLACK and not white as the picture showed. I contacted the seller to replace the item with the proper hose. After several phone calls back and forth the seller claimed he knew which hose we needed and would ship it that day. I called back 5 days later to find out that the item hadn't even been shipped yet. We requested a refund and got our money back promptly however it still left us without the hose we needed. So basically over 5 weeks after ordering the item we still did not have a replacement. What made matters worse is that we were stuck paying almost $40.00 in return charges which were not covered by the seller. AVOID THIS SELLER!
"4", The truth: This book will take you to another uncomfortable space where your believes and ideas of spirituality will change. Change is necessary if you want to know.
"0", False: I have read alot of KrishnamurtiProbably the greatest teacher I have came acrossBut this book is no better than Humpdy dumpty or the Bible If it is K which I very much doubt he must have been very immature to write this hollow meaningless stuff.His other works are consistant and valuable among the most valuable words ever writtenThis book has less wisdom than the average person on the street
"0", Don't buy this: Krishnamurti himself asked people not to pay attention to his immature teachings (prior to about 1933). For a scholar this book gives a look into K's mind as a youngster but it doesn't portray the important elements of his teachings which flourished after around 1933.
"4", Pretty Straight-Forward: This was one of the very first things I crocheted. The gusset was a little confusing until I realized the gusset illustration was in the beginning of the booklet. My socks came out great and my mom is already asking for a second pair so I'll probably try a different style.
"0", Ordered 2; Both Chains Were Tarnished and Pendants Scratched!: I have generally had very good experience ordering jewelry from Amazon sellers so I ordered two of these necklace pendants one for myself and one for my mother. Both arrived with very badly tarnished chains (about half the chain rust colored on both). In addition the actual pendants were scratched and "used looking".
"0", OMG! this Movie is too wierd to be watched sober.: I think it deserves the one star. maybe even 2 if I was drunk.... but I was'nt! Oh God how I wish I had been. I can't tell you why I kept watching after the first half hour. I guess I expected it to become something .. umm good..! quite an unusual film. if you watch it please tell me what you thought of it and what you think I missed. I don't watch Mexican movies ever..! & now I think I know why.... they make my brain all mushy and then it pours out of my ears and I fall over dead and brainless! OMG.. and the last 15 minutes... I could have slit my wrists it was that bad! Sorry Have I said too much.?
"0", ho hum: If you're looking for porn or something to see this is NOT it. These are not real fights but amateur boxing (most of the girls have never boxed before) with 3 rounds each. After the 1st 30 minutes it's a bore.
"0", Waste of time.: I bought this video while thinking to myself "hot chicks beating the crap out of each other sweet". Well none of these things turned out to be the case. The chicks aren't hot in fact one either used to be a man or still is a man. The violence is limp to say the least. Imagine an episode of cops where neighbors at the trailer park are in a domestic disturbance. The problem is that the girls aren't athletes nor do they seem to care much if they win. Stay away this is just some dude with a camcorder attempting to get you to part with your money.
"4", High Quality Hot Beverage Holder: These cups are easy to clean and drink from. the color is excellent.A worthy addition to your home.
"4", Great story but a little tedious in places: My mother had read another Dorothy Canfield Fisher novel as a girl and loved it. When I found this I bought it for us both. It's a very interesting story but I find Ms. Fisher's style to be somewhat pedantic and tedious. Her syntax is of another age and it makes reading the book rather time consuming. I like the characters and the plot however and am eager to see how things turn out for Sylvia and her family. I would recommend the book only to those who like old-fashioned stories and who know something of Ms. Fisher's educational philosophy. The casual reader may not have the patience to wade through it.
"4", Creative and Inspiring: I loved this book but when I got "Making Memory Books and Journals by Hand" I was surprised to find "Making Journals by Hand" is actually included in that text in full: word for word page for page project for project .Instead of buying "Making Journals by Hand" and "Making Memory Boxes" save some money and buy one book: "Making Memory Books and Journals by Hand". This book combines all of the projects above and then some.All of these books have great projects and instructions.
"4", Way Cool Ideas!: A beautiful book. I love everything about it: crisp photography nice paper great ideas an abundance of inspiring bon mots lots of resources listed at the back of the book. After flipping through its pages I wanted to jump off the sofa and begin journaling! But I didn't. I felt a little overwhelmed by the creative journal pages I saw. I just don't know where people get some of their amazing ideas. I wish my mind were half as fertile as those whose works are featured in the pages of "Making Journals by Hand." I will however continue enjoying the visual feast between its covers and hope for a divine intervention that will get me off the sofa and into the craft room to create a fabulous rememberance just as the featured artists have done. If you like books paper art rubber stamping writing color cool ideas and peeking into other people's journals buy this book.
"0", Skimps on Content: While the journals in here were really beautiful it doesn't look like the author put a lot of effort into explaining them. It only took me about an hour to read this book and even with a few creative ideas(mostly from the pictures) the general content was sparse. Some of the shaded sections on the side looked like space filler (for example one on "themes" describes a travel journal's purpose as "chronicling your travels"...no way!). It bothers me when writers use pretty pictures to try and pull off the appearance of a quality book. Flip through this book in the library to get some good ideas but don't expect thoughtful written advice.
"0", Doesn't live up to title: While this book has a wonderful visual collection of stunningly beautiful books and journals it offers virtually no guidance on how to "make" them. The advice on putting together a complicated book with non-linear pages is limited to 3 steps with no list of supplies and vague instructions. Poorly edited there are many grammatical mistakes or typos. Buy this book for inspiration but not for instruction.
"0", journal making?: I bought this book wanting to learn how to make a journal. This book did not show the basics. It was a waste of money the author seemed more interested in presenting cute ideas and making pretty pictures than teaching basics.
"4", Radiator replacement: The radiator cost half of what it cost at parts stores.So far no leaks except a rubber stopper they use was thincracked and leaked.I had a feeling it would so I carried a spare $1.00.I do recomend this product anyway.The shipping was promptwith no hassles.
"0", Failed after 6 months: Purchased this radiator 5 months ago. It fit perfectly and performed well for 5 months. The side tank seam started weeping last week. This week it is leaking a lot. I expected this to last much longer. I will purchase another brand next time or go to a junk yard and get one from there.
"0", For collectors only!: This CD only contains 2 songs both of which are available on Madonna's first album. Definately only for those who can't stand not having any given Madonna cd for their expansive collection.
